frame_id,bytes,schedule_lag_ms,read_ms,hash_ms,commit_ms,acquisition_ms
0,1994688,0.000400,1.725920,3.019260,4.209517,8.954697
1,1993680,0.025137,1.476652,2.429696,3.477377,7.383725
2,1991648,0.172786,2.028887,2.546148,5.157405,9.732440
3,1986672,0.100243,1.985422,2.909474,4.168151,9.063047
4,1983504,0.113499,2.539863,3.071759,4.096995,9.708617
5,1982784,0.094749,1.870720,2.607897,7.291741,11.770358
6,1973968,0.036221,1.925058,2.630301,4.114123,8.669482
7,1964240,0.035767,1.939224,2.616893,3.951652,8.507769
8,1953968,0.017904,1.417216,2.290418,4.244176,7.951810
9,1941712,0.026410,1.652688,2.320287,4.200649,8.173624
10,1936288,0.022085,1.284105,2.127890,3.853976,7.265971
11,1935120,0.110669,1.641495,2.573872,4.592353,8.807720
12,1928048,0.088844,1.589054,2.283119,3.933334,7.805507
13,1924720,0.030996,0.788479,2.575999,3.347948,6.712426
14,1926496,0.078878,0.499865,2.373594,3.468615,6.342074
15,1936368,0.092312,0.580794,2.602954,3.247487,6.431235
16,1949472,0.089677,0.855283,2.620237,3.267259,6.742779
17,1969712,0.101784,0.777359,2.532601,3.742281,7.052241
18,1983040,0.087552,0.649785,2.652828,2.872404,6.175017
19,1988816,0.022864,0.737783,2.083962,2.943106,5.764851
20,1992848,0.016026,0.737711,2.623441,3.761494,7.122646
21,1994496,0.023089,0.510164,2.186203,2.617598,5.313965
22,1994304,0.032248,0.848554,2.621675,3.919038,7.389267
23,1992416,0.029156,0.810123,2.515998,3.237410,6.563531
24,1992320,0.027420,0.520325,2.308695,3.658306,6.487326
25,1993600,0.035123,0.818225,2.708427,3.011947,6.538599
26,1992800,0.026713,0.528299,2.582009,2.787836,5.898144
27,1987872,0.034352,0.824172,2.638324,3.302473,6.764969
28,1986608,0.029690,0.788097,2.642658,4.056183,7.486938
29,1984288,0.036295,0.819888,2.751323,3.416866,6.988077
30,1986144,0.104393,0.804043,2.689521,3.403922,6.897486
31,1986240,0.027869,0.779618,2.342291,4.847715,7.969624
32,1982912,0.111895,0.506712,2.288389,8.548924,11.344025
33,1981216,0.028533,0.774857,2.527669,3.752311,7.054837
34,1976032,0.021182,0.491618,2.324069,2.854932,5.670619
35,1968096,0.085433,0.767120,2.570935,3.793821,7.131876
36,1963984,0.085291,0.532027,2.202504,2.898306,5.632837
37,1958064,0.123372,0.790417,2.406478,3.464070,6.660965
38,1947808,0.131585,0.766203,2.333706,3.795337,6.895246
39,1943952,0.096200,0.790346,2.418734,3.465979,6.675059
40,1938368,0.123246,0.798487,2.379749,4.699143,7.877379
41,1925744,0.101786,0.780065,2.365948,3.044156,6.190169
42,1911264,0.093064,0.810033,2.588249,5.560390,8.958672
43,1894384,0.033029,0.779354,2.540070,3.250379,6.569803
44,1870096,0.035438,0.763708,2.326153,3.210945,6.300806
45,1831936,0.041923,0.780415,2.372457,3.243787,6.396659
46,1810224,0.056300,0.745853,2.249772,2.962750,5.958375
47,1820960,0.024530,0.476916,2.178490,2.862015,5.517421
48,1855584,0.025865,0.543694,2.332122,2.882343,5.758159
49,1874496,0.042006,0.472455,2.079746,2.685948,5.238149
50,1898176,0.099926,0.758970,2.207706,3.231476,6.198152
51,1917280,0.104526,0.733540,2.200624,3.296596,6.230760
52,1932736,0.016485,0.483115,2.152595,4.306912,6.942622
53,1950256,0.023047,0.484237,2.359488,2.929041,5.772766
54,1962224,0.023933,0.545249,2.364684,2.890817,5.800750
